Date,Open,High,Low,Close,Adj Close,Volume
2019-11-15,43219.578125,43434.238281,43195.828125,43392.359375,43392.359375,95431600
2019-11-19,43367.078125,43662.789063,43367.078125,43602.250000,43602.250000,172645900
2019-11-20,43623.101563,43814.500000,43421.160156,43604.699219,43604.699219,109208100
2019-11-21,43633.839844,43633.839844,43101.898438,43255.429688,43255.429688,120388800
2019-11-22,43249.800781,43557.640625,43249.800781,43521.859375,43521.859375,105097300
2019-11-25,43483.328125,43727.968750,43467.421875,43535.109375,43535.109375,113976800
2019-11-26,43465.949219,43466.351563,42785.089844,42852.359375,42852.359375,602710500
2019-11-27,42924.851563,43065.628906,42849.628906,43036.160156,43036.160156,109035600
2019-11-28,43062.808594,43171.890625,42921.328125,43100.121094,43100.121094,14564700
2019-11-29,43122.191406,43122.660156,42755.988281,42820.179688,42820.179688,84595100
2019-12-02,42863.351563,42903.781250,42508.101563,42544.140625,42544.140625,140656700
2019-12-03,42417.570313,42508.671875,42255.718750,42294.519531,42294.519531,107724200
2019-12-04,42354.898438,42496.328125,42159.289063,42191.921875,42191.921875,131988300
2019-12-05,42216.300781,42513.250000,42171.988281,42216.031250,42216.031250,118806100
2019-12-06,42307.988281,42343.800781,41894.750000,41938.691406,41938.691406,119341700
2019-12-09,41938.691406,42370.148438,41924.210938,41951.589844,41951.589844,90508700
2019-12-10,42037.539063,42649.628906,41986.281250,42633.429688,42633.429688,124122600
2019-12-11,42639.589844,43237.250000,42592.019531,43195.191406,43195.191406,160648600
2019-12-13,43415.218750,44401.011719,43415.218750,44254.429688,44254.429688,163260800
2019-12-16,44343.179688,44495.488281,44136.640625,44356.218750,44356.218750,117209400
2019-12-17,44400.578125,44434.191406,44118.058594,44401.160156,44401.160156,194926900
2019-12-18,44384.050781,45160.101563,44366.359375,45106.289063,45106.289063,279772100
2019-12-19,45189.121094,45189.828125,44615.429688,44649.429688,44649.429688,130327800
2019-12-20,44694.449219,44804.441406,44424.460938,44505.640625,44505.640625,473714200
2019-12-23,44571.261719,44590.929688,44189.238281,44276.851563,44276.851563,92129000
2019-12-24,44275.789063,44298.941406,44108.449219,44157.968750,44157.968750,13691800
2019-12-26,44149.968750,44360.621094,44057.488281,44300.171875,44300.171875,32194100
2019-12-27,44312.570313,44510.781250,44156.859375,44261.511719,44261.511719,59475000
2019-12-30,44318.898438,44347.738281,43451.488281,43657.480469,43657.480469,81802900
2019-12-31,43668.710938,43705.359375,43439.679688,43541.019531,43541.019531,46721800
2020-01-02,43739.519531,44521.519531,43716.488281,44437.230469,44437.230469,95180400
2020-01-03,44355.210938,44742.980469,44177.910156,44624.851563,44624.851563,103484500
2020-01-06,44489.968750,44571.738281,44287.128906,44495.300781,44495.300781,86928400
2020-01-07,44522.359375,44588.269531,44018.058594,44157.808594,44157.808594,137546300
2020-01-08,44160.550781,44515.988281,44078.410156,44470.910156,44470.910156,144629400
2020-01-09,44452.738281,44621.578125,44378.781250,44572.171875,44572.171875,173852300
2020-01-10,44593.890625,44909.441406,44529.511719,44660.328125,44660.328125,135840900
2020-01-13,44720.351563,44944.250000,44584.660156,44847.468750,44847.468750,149580500
2020-01-14,44804.550781,44818.929688,44379.378906,44773.238281,44773.238281,171978900
2020-01-15,44726.718750,44848.070313,44412.609375,44453.328125,44453.328125,179445600
2020-01-16,44530.691406,45354.531250,44513.468750,45303.078125,45303.078125,190177600
2020-01-17,45311.730469,45885.441406,45256.308594,45817.761719,45817.761719,173859200
2020-01-20,45811.160156,45955.410156,45755.929688,45902.679688,45902.679688,32099800
2020-01-21,45807.230469,45831.289063,45380.988281,45637.320313,45637.320313,135382200
2020-01-22,45658.660156,45902.261719,45562.289063,45604.441406,45604.441406,158784400
2020-01-23,45502.339844,45516.781250,45145.980469,45476.429688,45476.429688,198093000
2020-01-24,45493.968750,45528.679688,45091.648438,45141.621094,45141.621094,142721200
2020-01-27,44802.730469,44807.828125,44039.109375,44134.390625,44134.390625,126493100
2020-01-28,44206.679688,44811.519531,44206.679688,44717.941406,44717.941406,126852800
2020-01-29,44858.378906,45198.710938,44683.589844,45132.601563,45132.601563,166379800
2020-01-30,45088.101563,45088.101563,44635.921875,44862.761719,44862.761719,160392700
2020-01-31,44759.898438,44829.921875,44079.390625,44108.308594,44108.308594,312755900
2020-02-04,44330.968750,45136.820313,44330.968750,45047.070313,45047.070313,230415400
2020-02-05,45252.609375,45489.250000,44686.960938,44782.859375,44782.859375,160083000
2020-02-06,44870.058594,44966.371094,44417.101563,44493.148438,44493.148438,140863100
2020-02-07,44407.160156,44466.300781,44010.710938,44399.328125,44399.328125,109892200
2020-02-10,44390.359375,44421.421875,43996.800781,44290.531250,44290.531250,127396100
2020-02-11,44379.179688,45222.898438,44307.468750,45027.410156,45027.410156,151710800
2020-02-12,45193.578125,45645.929688,45143.691406,45338.371094,45338.371094,271163000
2020-02-13,45338.371094,45338.371094,44784.210938,45005.121094,45005.121094,177633700
2020-02-14,45122.578125,45150.351563,44850.511719,44999.679688,44999.679688,131042300
2020-02-17,44996.421875,45059.671875,44873.480469,45016.960938,45016.960938,32139500
2020-02-18,44991.011719,45183.578125,44901.039063,44974.109375,44974.109375,133300100
2020-02-19,45046.019531,45166.031250,44716.308594,44901.500000,44901.500000,174543900
2020-02-20,44956.460938,45050.621094,44580.691406,44774.539063,44774.539063,182720500
2020-02-21,44810.628906,45020.441406,44600.988281,44802.539063,44802.539063,146648800
2020-02-24,43988.769531,44115.828125,43523.218750,43818.070313,43818.070313,163769200
2020-02-25,43939.808594,43943.730469,42981.839844,43045.679688,43045.679688,177163100
2020-02-26,43148.378906,43376.890625,42684.359375,42737.281250,42737.281250,236279700
2020-02-27,42512.398438,42512.398438,41522.929688,41607.421875,41607.421875,221635400
2020-02-28,41183.750000,41577.550781,39838.039063,41324.308594,41324.308594,380959200
2020-03-02,41391.089844,42347.460938,41373.871094,42167.238281,42167.238281,267176100
2020-03-03,42209.289063,43113.808594,42110.160156,42472.250000,42472.250000,241737100
2020-03-04,42711.710938,43462.269531,42711.710938,43404.761719,43404.761719,157320300
2020-03-05,43263.750000,43279.570313,42136.078125,42344.859375,42344.859375,142960000
2020-03-06,42134.148438,42134.148438,41201.671875,41388.781250,41388.781250,167489000
2020-03-09,40101.871094,40265.371094,38646.371094,38730.558594,38730.558594,206509000
2020-03-10,39502.230469,39759.968750,38883.078125,39565.441406,39565.441406,260716900
2020-03-11,39248.488281,39248.488281,38409.558594,38678.550781,38678.550781,246658100
2020-03-12,38371.148438,38371.148438,35003.488281,36636.699219,36636.699219,338781100
2020-03-13,37487.679688,38258.898438,37248.019531,38085.050781,38085.050781,281966000
2020-03-17,36660.128906,37070.570313,34775.230469,36862.839844,36862.839844,495328300
2020-03-18,36096.761719,37180.558594,35439.941406,35532.738281,35532.738281,293107400
2020-03-19,35566.421875,35576.910156,34213.281250,35143.628906,35143.628906,232076100
2020-03-20,35284.699219,35456.480469,33894.968750,34269.511719,34269.511719,703945600
2020-03-23,34481.300781,34721.679688,32646.960938,32964.218750,32964.218750,186601700
2020-03-24,33338.378906,35148.089844,33338.378906,34371.531250,34371.531250,246843900
2020-03-25,34547.578125,36493.898438,34369.480469,35536.699219,35536.699219,211798800
2020-03-26,35517.910156,36655.230469,35493.949219,35706.570313,35706.570313,223230700
2020-03-27,34951.308594,35043.398438,33720.148438,33799.488281,33799.488281,270719300
2020-03-30,33978.738281,34334.441406,33978.738281,34199.968750,34199.968750,164060600
2020-03-31,34239.109375,35208.019531,34074.578125,34554.531250,34554.531250,377848300
2020-04-01,34098.859375,34118.000000,33443.519531,33691.878906,33691.878906,209106900
2020-04-02,33686.089844,34330.378906,33372.429688,33590.621094,33590.621094,186445500
2020-04-03,33708.519531,33896.281250,32503.250000,33075.410156,33075.410156,170642000
2020-04-06,33641.070313,34750.171875,33641.070313,34381.558594,34381.558594,182677600
2020-04-07,34688.320313,35162.468750,34361.300781,34526.308594,34526.308594,209742300
2020-04-08,34625.070313,34804.148438,34284.519531,34567.781250,34567.781250,173301800
2020-04-13,34694.031250,34833.558594,34414.691406,34613.671875,34613.671875,162653800
2020-04-14,34765.511719,35227.601563,34562.898438,34746.390625,34746.390625,183031600
2020-04-15,34593.578125,34618.398438,33805.199219,33855.238281,33855.238281,216587900
2020-04-16,33935.449219,34099.101563,33303.441406,33759.750000,33759.750000,251591100
2020-04-17,34190.019531,34923.761719,34190.019531,34743.101563,34743.101563,162231800
2020-04-20,34567.179688,34594.968750,34140.750000,34477.058594,34477.058594,153774600
2020-04-21,34281.140625,34321.199219,33826.921875,33892.281250,33892.281250,122731100
2020-04-22,34183.390625,34463.128906,34105.480469,34223.851563,34223.851563,200294400
2020-04-23,34308.410156,34494.980469,34165.320313,34240.601563,34240.601563,197079500
2020-04-24,34361.019531,34773.140625,34113.320313,34586.820313,34586.820313,281220800
2020-04-27,34704.839844,35058.410156,34488.410156,34968.089844,34968.089844,198687100
2020-04-28,35065.761719,35888.468750,35065.761719,35830.808594,35830.808594,344904800
2020-04-29,36095.718750,36976.648438,36095.718750,36870.089844,36870.089844,196287600
2020-04-30,36923.500000,36923.500000,36096.859375,36470.109375,36470.109375,246830000
2020-05-04,36266.730469,36440.820313,35645.398438,36370.429688,36370.429688,233337100
2020-05-05,36357.398438,36852.589844,36356.851563,36616.058594,36616.058594,148214100
2020-05-06,36672.820313,37029.160156,36532.261719,36986.199219,36986.199219,150916000
2020-05-07,37136.921875,37321.300781,36662.820313,36792.410156,36792.410156,142846100
2020-05-08,36867.261719,37846.269531,36865.570313,37623.679688,37623.679688,152768500
2020-05-11,37614.800781,37819.671875,37235.851563,37631.890625,37631.890625,140379000
2020-05-12,37675.269531,38015.941406,37352.128906,37462.890625,37462.890625,161125000
2020-05-13,37403.210938,37403.210938,36344.921875,36394.589844,36394.589844,271439000
2020-05-14,36266.691406,36310.941406,35690.699219,36094.140625,36094.140625,157261400
2020-05-15,36036.218750,36158.910156,35652.421875,35691.390625,35691.390625,131211300
2020-05-18,35845.578125,37175.968750,35836.460938,37112.460938,37112.460938,179950200
2020-05-19,36935.179688,36991.480469,35749.671875,35862.039063,35862.039063,217403100
2020-05-20,36023.769531,36115.078125,35553.929688,36026.980469,36026.980469,203045100
2020-05-21,35854.828125,36060.929688,35454.519531,35560.761719,35560.761719,162494600
2020-05-22,35525.488281,35825.210938,35277.539063,35784.421875,35784.421875,119075400
2020-05-25,35813.269531,36003.371094,35770.140625,35832.769531,35832.769531,37538300
2020-05-26,35953.941406,36576.699219,35897.539063,36206.859375,36206.859375,197668600
2020-05-27,36317.539063,36973.300781,36241.019531,36889.960938,36889.960938,176207000
2020-05-28,36979.078125,36994.160156,36400.109375,36508.140625,36508.140625,173561300
2020-05-29,36471.820313,36471.820313,35555.750000,36122.730469,36122.730469,743778600
2020-06-01,36115.128906,37131.910156,35979.218750,36980.851563,36980.851563,127693300
2020-06-02,37012.640625,37826.171875,36906.359375,37460.441406,37460.441406,229177200
2020-06-03,37540.621094,38317.898438,37540.621094,38290.769531,38290.769531,286723500
2020-06-04,38247.449219,38310.050781,37665.640625,37872.890625,37872.890625,243657600
2020-06-05,38226.570313,39164.281250,38220.648438,38948.078125,38948.078125,211569100
2020-06-08,39105.390625,40030.949219,38997.589844,39954.011719,39954.011719,224210300
2020-06-09,39795.148438,39804.160156,38902.730469,39185.660156,39185.660156,218346100
2020-06-10,39167.121094,39174.011719,38212.300781,38266.191406,38266.191406,188244800
2020-06-11,37731.988281,37803.269531,36622.101563,36827.359375,36827.359375,201982200
2020-06-12,37243.828125,37772.039063,37084.339844,37679.238281,37679.238281,180935200
2020-06-15,37453.531250,37691.058594,37087.160156,37416.738281,37416.738281,158208000
2020-06-16,37924.519531,38193.421875,37512.910156,37894.050781,37894.050781,183397800
2020-06-17,37980.539063,38134.878906,37820.191406,37897.238281,37897.238281,146231900
2020-06-18,37909.371094,37909.371094,37536.628906,37632.890625,37632.890625,145116400
2020-06-19,37839.539063,38592.250000,37782.980469,38404.628906,38404.628906,926578300
2020-06-22,38372.171875,38372.171875,37851.191406,38123.558594,38123.558594,139646300
2020-06-23,38451.011719,38643.421875,38157.621094,38217.679688,38217.679688,157345400
2020-06-24,38011.671875,38037.371094,37738.601563,37908.378906,37908.378906,149757900
2020-06-25,37857.730469,37917.121094,37651.898438,37734.519531,37734.519531,100428600
2020-06-26,37794.671875,37794.671875,37273.511719,37431.949219,37431.949219,111590600
2020-06-29,37629.800781,37824.878906,37446.519531,37769.191406,37769.191406,102336800
2020-06-30,37707.718750,37874.468750,37425.839844,37716.429688,37716.429688,187916800
2020-07-01,37636.230469,37935.140625,37532.281250,37619.769531,37619.769531,168620900
2020-07-02,37883.968750,38416.960938,37741.500000,37894.078125,37894.078125,163134900
2020-07-03,37877.128906,37995.539063,37710.410156,37950.000000,37950.000000,19679300
2020-07-06,38088.648438,38190.871094,37800.589844,37884.761719,37884.761719,127711300
2020-07-07,37843.960938,38042.710938,37696.671875,37837.390625,37837.390625,139887800
2020-07-08,38111.148438,38112.421875,37292.980469,37483.878906,37483.878906,176346300
2020-07-09,37500.191406,37500.191406,36740.429688,36795.949219,36795.949219,133280000
2020-07-10,36777.769531,36777.769531,36263.968750,36465.460938,36465.460938,105150800
2020-07-13,36602.769531,36939.691406,36321.589844,36389.390625,36389.390625,150410600
2020-07-14,36365.769531,36365.769531,35883.468750,36190.910156,36190.910156,166784200
2020-07-15,36427.839844,36717.531250,36427.839844,36590.261719,36590.261719,194173400
2020-07-16,36517.261719,36533.558594,36193.718750,36465.671875,36465.671875,163886500
2020-07-17,36553.710938,36589.058594,36172.988281,36327.839844,36327.839844,120832100
2020-07-20,36316.601563,36398.269531,36195.628906,36323.691406,36323.691406,104592000
2020-07-21,36378.781250,37027.671875,36378.781250,36881.671875,36881.671875,159575200
2020-07-22,36872.230469,37498.328125,36867.289063,37447.101563,37447.101563,111884900
2020-07-23,37564.960938,37625.468750,37244.488281,37433.300781,37433.300781,111327700
2020-07-24,37454.019531,37455.839844,37045.328125,37357.460938,37357.460938,107838600
2020-07-27,37390.230469,37801.410156,37191.968750,37742.140625,37742.140625,160802900
2020-07-28,37685.511719,37852.539063,37573.578125,37771.210938,37771.210938,143410900
2020-07-29,37794.699219,37807.339844,37381.648438,37720.839844,37720.839844,159535500
2020-07-30,37573.480469,37636.789063,36975.781250,37136.781250,37136.781250,101237700
2020-07-31,37255.800781,37256.769531,36667.500000,37019.679688,37019.679688,274994400
2020-08-03,37359.031250,37735.871094,37196.789063,37546.718750,37546.718750,154914300
2020-08-04,37611.640625,37746.410156,37374.359375,37466.949219,37466.949219,181950200
2020-08-05,37433.468750,38339.179688,37433.468750,37901.960938,37901.960938,146010800
2020-08-06,37982.058594,38197.648438,37722.191406,37998.339844,37998.339844,122767000
2020-08-07,38031.000000,38104.031250,37770.898438,38005.000000,38005.000000,87930700
